Заголовок,ссылка,Цена,Адрес,Дата,comment
"2-комнатная квартира, 72.2 м²Все заметкиУдалить",https://krisha.kz//a/show/662460724,от 41 584 312〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 40 кв.м., кухня 13.3 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 54 м², 2/3 этажВсе заметкиУдалить",https://krisha.kz//a/show/663531233,37 000 000〒,"Медеуский р-н, Курмангазы — Достык",Алматы29 нояб.,"кирпичный дом, 1963 г.п., состояние: евроремонт, потолки 2.8м., санузел раздельный, телефон: отдельный, пустая, Продам двухкомнатную квартиру в Золотом квадрате (Достык/Курмангазы), 54 кв. м., 2 этаж, кирпичный дом, не угловая, в идеальном состоянии, без мебели, дизайнерский ремонт, пол - парк…"
"2-комнатная квартира, 109.7 м²Все заметкиУдалить",https://krisha.kz//a/show/663251072,от 57 044 000〒,"Медеуский р-н, Медеуский район уч.83/25",Алматы29 нояб.,"жил. комплекс Gorny Hills, 3 этажа, 2021 г.п., жил. площадь 47.69 кв.м., кухня 12.84 кв.м., потолки 3м., санузел 2 с/у и более, Клубный трехэтажный жилой комплекс, вблизи от центра, вдали от суеты!  Gorny Hills –  уютный объект недвижимости, построенный по эксклюзивному прое…"
"2-комнатная квартира, 72 м²Все заметкиУдалить",https://krisha.kz//a/show/662460726,от 46 076 760〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 46.4 кв.м., кухня 8.3 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 53 м², 3/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663174385,11 925 000〒,"Медеуский р-н, Талгарский тракт 160",Алматы29 нояб.,"жил. комплекс Нурия, монолитный дом, 2021 г.п., Отдел продаж. Купите напрямую от застройщика. Комиссия - 0%! Цена указана по акции за наличный расчет ЖК «Нурия» 2 комнатная квартира (гостиная студия и спальная комната), площадь 53 кв. м, в улучшенной черновой отделке. Стяжка пола, проведе…"
"2-комнатная квартира, 72.3 м²Все заметкиУдалить",https://krisha.kz//a/show/662460725,от 49 141 659〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 46.4 кв.м., кухня 8.3 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 90.2 м²Все заметкиУдалить",https://krisha.kz//a/show/662460815,от 50 508 482〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 62.2 кв.м., кухня 10.1 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 45 м², 8/13 этажВсе заметкиУдалить",https://krisha.kz//a/show/663158667,38 600 000〒,"Медеуский р-н, мкр Самал, Достык — Жолдасбекова",Алматы29 нояб.,"жил. комплекс Latifa residence, монолитный дом, 2017 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, полностью меблирована, Эта квартира позволит вашим мечтам стать реальностью, хотите что бы вам завидовали?! Сделан качественный дорогой ремонт, отличная уютная квартира, порядочн…"
"2-комнатная квартира, 94.7 м²Все заметкиУдалить",https://krisha.kz//a/show/662460819,от 55 048 447〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 56.22 кв.м., кухня 18.3 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 94.6 м²Все заметкиУдалить",https://krisha.kz//a/show/662748974,от 55 494 725〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 56.2 кв.м., кухня 18.2 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 94.4 м²Все заметкиУдалить",https://krisha.kz//a/show/662460818,от 55 880 835〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 56.22 кв.м., кухня 18.2 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 94.3 м²Все заметкиУдалить",https://krisha.kz//a/show/662460817,от 57 833 247〒,"Медеуский р-н, мкр. Самал-3 15",Алматы29 нояб.,"жил. комплекс Exclusive Time, 14 этажей, 2021 г.п., жил. площадь 56.22 кв.м., кухня 18.1 кв.м., потолки 3м., санузел совмещенный, Преимущества:  ✅Престижный район города. ✅Развитая инфраструктура. ✅Современные резиденции. ✅За…"
"2-комнатная квартира, 93 м², 7/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663477839,62 000 000〒,"Медеуский р-н, Достык 250 — Достык",Алматы29 нояб.,"жил. комплекс Этюд, монолитный дом, 2007 г.п., состояние: евроремонт, полностью меблирована"
"2-комнатная квартира, 62 м², 4/11 этажВсе заметкиУдалить",https://krisha.kz//a/show/663415579,33 999 999〒,"Медеуский р-н, Бузурбаева",Алматы29 нояб.,"жил. комплекс City Park, монолитный дом, 2018 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет проводной, частично меблирована, ВНИМАНИЕ! Зачем искать? Если мы нашли для вас ЛУЧШЕЕ ПРЕДЛОЖЕНИЕ! Видео обзор Вы можете посмотреть на странице в социальных се…"
"2-комнатная квартира, 86 м², 3/20 этажВсе заметкиУдалить",https://krisha.kz//a/show/663554026,75 000 000〒,"Медеуский р-н, мкр Самал-1 29 — Жолдасбекова",Алматы29 нояб.,"жил. комплекс Тау Самал на Мендыкулова, монолитный дом, 2004 г.п., состояние: хорошее, санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, Шаговая доступность, Достык плаза, Рамстор, Смол, парк, хороший транспортный узел. Тихий двор"
"2-комнатная квартира, 67.8 м², 5/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663261334,27 900 000〒,"Медеуский р-н, проспект Достык 117/6",Алматы29 нояб.,"2008 г.п., состояние: требует ремонта, санузел раздельный, Продается 2комн. квартира (общая 67, 8). • Изначально один хозяин. Документы в порядке. Не в залоге. • Зал - 22, 0; спальня -15, 7; кухня -13, 3 (схема на фото). • Огромная лоджия в кухне, в спальне балкон. • Этаж 5 из 5. Крыша двускат…"
"2-комнатная квартира, 65 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663534675,35 000 000〒,"Медеуский р-н, Курмангазы — Пушкина",Алматы29 нояб.,"кирпичный дом, 1973 г.п., состояние: хорошее, санузел совмещенный, интернет ADSL, Пластиковые окна, неугловая, улучшенная, кухня-студия, счётчики, тихий двор, кондиционер. Добротный кирпичный дом, просторная и светлая квартира. Состояние полностью соответствует фотографиям. Напротив Академии нау…"
"2-комнатная квартира, 90.8 м², 2/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/662113151,38 500 000〒,"Медеуский р-н, Оспанова 174 — проспект Достык",Алматы29 нояб.,"кирпичный дом, 1971 г.п., состояние: хорошее, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, Квартира продаться с мебелью, парковочное место, охраняемый двор. Торг"
"2-комнатная квартира, 45 м², 8/13 этажВсе заметкиУдалить",https://krisha.kz//a/show/663157520,38 600 000〒,"Медеуский р-н, Достык — Достык",Алматы28 нояб.,"жил. комплекс Latifa residence, монолитный дом, 2017 г.п., состояние: евроремонт, санузел совмещенный, полностью меблирована, Эта квартира позволит вашим мечтам стать реальностью, хотите что бы вам завидовали?! Сделан качественный дорогой ремонт, отличная уютная квартира, порядочные и интеллиген…"
"2-комнатная квартира, 78 м², 3/8 этажВсе заметкиУдалить",https://krisha.kz//a/show/56793569,53 000 000〒,"Медеуский р-н, Омаровой 37",Алматы28 нояб.,"жил. комплекс Европолис, монолитный дом, 2011 г.п., жил. площадь 50 кв.м., кухня 15 кв.м., потолки 3м., санузел раздельный, интернет оптика, полностью меблирована, ЖК Европолис. Квартира не угловая, прямоугольной формы. Дом #37, сдан в 2011 году. Средний этаж - 3. Не путать с другими домами в эт…"
"2-комнатная квартира, 46 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663589259,20 000 000〒,"Медеуский р-н, Валиханова — Макатаева",Алматы28 нояб.,"панельный дом, 1974 г.п., состояние: среднее, потолки 2.6м., полностью меблирована, (№ BDQ-8 - 17144) Предлагаем Вам 2-ух комнатную квартиру, с отличной инфраструктурой, рядом школы, парки, садики, скверы. Квартира в среднем состояние требует небольшого ремонта. Звоните!"
"2-комнатная квартира, 46 м², 1/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/662469208,17 000 000〒,"Медеуский р-н, Токмакская улица",Алматы29 нояб.,"панельный дом, 1969 г.п., состояние: среднее, потолки 2.6м., санузел совмещенный, телефон: отдельный, интернет через TV кабель"
"2-комнатная квартира, 88.9 м², 7/8 этажВсе заметкиУдалить",https://krisha.kz//a/show/54701793,53 000 000〒,"Медеуский р-н, Омаровой 31 — Ондасынова",Алматы29 нояб.,"жил. комплекс Европолис, монолитный дом, 2015 г.п., состояние: евроремонт, жил. площадь 55.6 кв.м., кухня 11.3 кв.м., санузел 2 с/у и более, телефон: отдельный, интернет проводной, полностью меблирована, Дом расположен на территории элитного жилого комплекса ""ЕВРОПОЛИС"" ! Качественны…"
"2-комнатная квартира, 40 м², 4/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/27639281,24 000 000〒,"Медеуский р-н, Кабанбай Батыра 79 — Тулебаева",Алматы29 нояб.,"кирпичный дом, 1963 г.п., состояние: хорошее, жил. площадь 26 кв.м., кухня 7 кв.м., санузел совмещенный, телефон: отдельный, интернет через TV кабель, пустая, Окна север восток пустая квартира"
"2-комнатная квартира, 80 м², 3/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/660409816,58 000 000〒,"Медеуский р-н, Богенбай батыра 79 — Калдаякова",Алматы29 нояб.,"жил. комплекс Элит-2 на Калдаякова, монолитный дом, 2002 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет через TV кабель, частично меблирована"
"2-комнатная квартира, 50 м², 5/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/28345482,27 900 000〒,"Медеуский р-н, проспект Назарбаева (Фурманова) 91/97 — Гоголя",Алматы29 нояб.,"кирпичный дом, 1968 г.п., состояние: хорошее, жил. площадь 29 кв.м., кухня 10 кв.м., потолки 2.6м., санузел совмещенный, телефон: отдельный, интернет оптика, полностью меблирована, Продам 2-х комнатную квартиру в центре ""золотого квадрата"", теплая, уютная. Полностью меблированная. Р…"
"2-комнатная квартира, 80 м², 3/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/660388396,58 000 000〒,"Медеуский р-н, Богенбай батыра 79 — Калдаякова",Алматы29 нояб.,"жил. комплекс Элит-2 на Калдаякова, монолитный дом, 2002 г.п., состояние: хорошее, санузел раздельный, телефон: отдельный, интернет через TV кабель, частично меблирована"
"2-комнатная квартира, 54 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662155394,31 500 000〒,"Медеуский р-н, Богенбай Батыра 88 — Зенкова",Алматы29 нояб.,"кирпичный дом, 1983 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Золотой Квадрат! Центр города! Светлая теплая квартира в кирпичном доме! Не угловая! Огромная лоджия! Окна на обе стороны. Просторная кухня. Тихий двор с оборудованной детской площадкой! Своя парковка во дворе…"
"2-комнатная квартира, 55 м², 3/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663358590,32 500 000〒,"Медеуский р-н, улица Алимжанова 32 — Абдуллиных",Алматы29 нояб.,"кирпичный дом, 1993 г.п., состояние: евроремонт, санузел раздельный, телефон: отдельный, интернет оптика, полностью меблирована, Шикарная квартира, окна север -юг, в центре города, в пешей доступности парк ""Горького"", Зел Базар, в тихом, уютном месте, квартира продаётся с мебелью. Рем…"
"2-комнатная квартира, 59 м², 4/13 этажВсе заметкиУдалить",https://krisha.kz//a/show/662437133,24 500 000〒,"Медеуский р-н, Бегалина",Алматы29 нояб.,"монолитный дом, 2020 г.п., состояние: черновая отделка, телефон: отдельный"
"2-комнатная квартира, 44 м², 4/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/57645367,23 500 000〒,"Медеуский р-н, Шашкина 25",Алматы29 нояб.,"панельный дом, 1973 г.п., состояние: хорошее, жил. площадь 32 кв.м., кухня 6 кв.м., потолки 2.7м., санузел совмещенный, телефон: нет, интернет проводной, полностью меблирована, Продам, в экологически чистом, престижном районе, квартиру. находится на 4 этаже, крыша не протекает, соседей сверху не…"
"2-комнатная квартира, 43 м², 3/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/663588735,27 500 000〒,"Медеуский р-н, Кунаева 164 — Абая",Алматы29 нояб.,"кирпичный дом, 1962 г.п., состояние: евроремонт, санузел совмещенный, телефон: отдельный, интернет через TV кабель, полностью меблирована"
"2-комнатная квартира, 40 м², 4/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/663314308,24 000 000〒,"Медеуский р-н, Кабанбай Батыра 79 — Тулебаева",Алматы29 нояб.,"кирпичный дом, 1965 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет через TV кабель, пустая"
"2-комнатная квартира, 68 м², 11/14 этажВсе заметкиУдалить",https://krisha.kz//a/show/663256755,36 000 000〒,"Медеуский р-н, мкр Самал-1, Мкр Самал-1 24 — Жолдасбекова",Алматы29 нояб.,"монолитный дом, 1986 г.п., состояние: евроремонт, санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Продается кв в САМАЛ-1, с шикарной панорамой на КОК-ТОБЕ, состояние зашел и живи!"
"2-комнатная квартира, 46.5 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662586856,20 000 000〒,"Медеуский р-н, Валиханова 34 — Макатаева",Алматы29 нояб.,"панельный дом, 1974 г.п., состояние: хорошее, потолки 2.6м., Первый этаж с балконом, рядом зелёный базар, Парк 28 Панфиловцев"
"2-комнатная квартира, 48 м², 4/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/661987900,22 500 000〒,"Медеуский р-н, Кажымукана 18/2 — Госпитальная",Алматы29 нояб.,"кирпичный дом, 1975 г.п., состояние: требует ремонта, жил. площадь 28 кв.м., кухня 8 кв.м., потолки 2.7м., санузел раздельный, телефон: отдельный, частично меблирована, Ипотека рассматривается"
"2-комнатная квартира, 40 м², 2/2 этажВсе заметкиУдалить",https://krisha.kz//a/show/660129097,14 500 000〒,"Медеуский р-н, мкр Тау Самал, Байконурская 110",Алматы29 нояб.,"1970 г.п., состояние: хорошее, потолки 2.45м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Предложение для тех кто устал от городской суеты и смога. Продам 2-х комнатную квартиру в экологически чистом районе, не далеко от санатория ""Ак-Коин…"
"2-комнатная квартира, 101 м², 5/10 этажВсе заметкиУдалить",https://krisha.kz//a/show/661128355,56 000 000〒,"Медеуский р-н, Кабанбай Батыра — Бегалина",Алматы29 нояб.,"жил. комплекс Exclusive Residence, монолитный дом, 2016 г.п., состояние: евроремонт, потолки 3.2м., санузел 2 с/у и более, интернет оптика, частично меблирована, Жилой комплекс «Exclusive Residence» – комфортное и безопасное проживание в самом центре Алматы. Квартира в отличном состояний все как ф…"
"2-комнатная квартира, 80 м², 1/7 этажВсе заметкиУдалить",https://krisha.kz//a/show/662352411,85 000 000〒,"Медеуский р-н, Митина 4 — Митина Достык",Алматы29 нояб.,"жил. комплекс Dostyk Residence, монолитный дом, 2017 г.п., состояние: евроремонт, потолки 3м., санузел совмещенный, интернет оптика, полностью меблирована, В продаже двух комнатная квартира в новом престижном жилом комплексе Dostyk Residence. Авторский дизайн. В ремонте использовались т…"
"2-комнатная квартира, 63 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/661580433,27 000 000〒,"Медеуский р-н, Макатаева 12 — Бузурбаева",Алматы29 нояб.,"1975 г.п., санузел совмещенный, телефон: отдельный, интернет ADSL, Продаеся квартира в районе парка Горького. Улучшенной планировки, большая лоджия, балкон, комнаты изолированы"
"2-комнатная квартира, 43.6 м², 2/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/663615776,23 500 000〒,"Медеуский р-н, Кунева 83/а",Алматы29 нояб.,"кирпичный дом, 1964 г.п., состояние: хорошее, санузел совмещенный, телефон: отдельный, интернет оптика, полностью меблирована, Продаётся квартира в центре города, Кунаева-Казыбекби, рядом парк, школы, дет. сады, баня Арасан, окна выходят во двор, двор тихий, есть место на парковке во дворе, квартир…"
"2-комнатная квартира, 81.8 м², 1/6 этажВсе заметкиУдалить",https://krisha.kz//a/show/48741977,65 000 000〒,"Медеуский р-н, Нурмаганбетова 138",Алматы29 нояб.,"жил. комплекс Koktobe city, монолитный дом, 2014 г.п., состояние: евроремонт, жил. площадь 61.4 кв.м., кухня 14.5 кв.м., потолки 2.88м., санузел совмещенный, телефон: отдельный, интернет проводной, полностью меблирована"
"2-комнатная квартира, 53 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663615271,34 000 000〒,"Медеуский р-н, Валиханова Чокана (Красина)",Алматы29 нояб.,"кирпичный дом, 1975 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Домофон, Метал дверь Срочная продажа квартиры в центре Золотого квадрата. Квартира шикарная, светлая и очень теплая. Готова к проживанию, практически остается вся мебель. . Комнаты просторные, с/у раздельн…"
"2-комнатная квартира, 45 м², 7/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663178148,33 000 000〒,"Медеуский р-н, мкр Самал-2, Аль-фараби — Достык",Алматы29 нояб.,"1998 г.п., состояние: хорошее, жил. площадь 28 кв.м., кухня 11 кв.м., полностью меблирована, Фото вид с окна. Отдельно зал от спальни по докум. одноком. Без торга!Без посредников!"
"2-комнатная квартира, 45 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663279327,20 500 000〒,"Медеуский р-н, Хаджи Мукана",Алматы29 нояб.,"панельный дом, 1970 г.п., состояние: хорошее, жил. площадь 30 кв.м., кухня 6 кв.м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, полностью меблирована, Пластиковые окна, неугловая, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор"
"2-комнатная квартира, 42 м², 2/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/663579400,28 000 000〒,"Медеуский р-н, проспект Назарбаева",Алматы29 нояб.,"кирпичный дом, 1968 г.п., состояние: среднее, жил. площадь 28 кв.м., кухня 6 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, Это элитный район, при этом самое тихое, уединенное место в минутах ходьбы от ТРЦ, магнума, банков, рядом школа и дет сад, уютные дворы без маш…"
"2-комнатная квартира, 44.7 м², 4/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/663216318,22 900 000〒,"Медеуский р-н, Сатпаева",Алматы29 нояб.,"кирпичный дом, 1962 г.п., состояние: хорошее, потолки 2.5м., санузел совмещенный, интернет ADSL, полностью меблирована, Спешите! Очень горячее предложение! Квартира расположена в очень удобной локации, в шаговой доступности все необходимое! Очень тихий и спокойной двор с детскими площадками обеспе…"
"2-комнатная квартира, 65 м², 2/3 этажВсе заметкиУдалить",https://krisha.kz//a/show/663434260,42 900 000〒,"Медеуский р-н, Мкр Горный Гигант",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: евроремонт, жил. площадь 32 кв.м., кухня 11 кв.м., потолки 3.3м., санузел совмещенный, телефон: отдельный, интернет ADSL, полностью меблирована, Новый 3-х этажный клубный дом расположен в экологически чистом, престижном районе города Алматы, обеспечит тиш…"
"2-комнатная квартира, 75 м², 15/22 этажВсе заметкиУдалить",https://krisha.kz//a/show/663434608,55 000 000〒,"Медеуский р-н, Достык",Алматы29 нояб.,"жил. комплекс Самал Делюкс, монолитный дом, 2010 г.п., состояние: евроремонт, потолки 3м., санузел совмещенный, интернет ADSL, полностью меблирована, Квартира с отличным ремонтом в современном стиле. Полностью укомплектована мебелью и всей бытовой техникой. Просторная гостиная, кухня студия, уют…"
"2-комнатная квартира, 60 м², 7/14 этажВсе заметкиУдалить",https://krisha.kz//a/show/661798347,32 000 000〒,"Медеуский р-н, Каирбекова — Гоголя",Алматы29 нояб.,"жил. комплекс Central Park Residence, монолитный дом, 2015 г.п., состояние: евроремонт, потолки 3м., полностью меблирована"
"2-комнатная квартира, 49 м², 4/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/661714131,24 000 000〒,"Медеуский р-н, улица Макатаева 5/1 — Тянь-Шаньская",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, интернет проводной, частично меблирована, Продам 2-х комнатную квартиру в 100 метрах от парка Горького рядом с Зелёным базаром. Транспорт ходит в любую часть города. Квартира тёплая, уютная комнаты светлые, солнечна…"
"2-комнатная квартира, 49 м², 4/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/661019490,24 000 000〒,"Медеуский р-н, улица Макатаева 5/1 — Тяньшаньская",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: хорошее, потолки 2.8м., санузел совмещенный, интернет проводной, частично меблирована, Продам 2-х комнатную квартиру в 100 метрах от парка Горького рядом с Зелёным базаром. Транспорт ходит в любую часть города. Квартира тёплая, уютная комнаты светлые, солнечна…"
"2-комнатная квартира, 78 м², 5/6 этажВсе заметкиУдалить",https://krisha.kz//a/show/58183454,57 000 000〒,"Медеуский р-н, Валиханова 115А — Кабанбай Батыра",Алматы29 нояб.,"монолитный дом, 2000 г.п., состояние: евроремонт, санузел совмещенный, телефон: отдельный, интернет через TV кабель, частично меблирована"
