Заголовок,ссылка,Цена,Адрес,Дата,comment
"4-комнатная квартира, 160 м², 3/7 этажВсе заметкиУдалить",https://krisha.kz//a/show/662350568,105 000 000〒,"Алмалинский р-н, Панфилова 113/56 — Гоголя",Алматы28 нояб.,"жил. комплекс КУАТ на Панфилова - Гоголя, кирпичный дом, 2004 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, частично меблирована, Молодая активная семья, которая ищет тёплую, уютную квартиру в центре города, если это Вы? То это ваш вариант! Шаговая доступность до школ…"
"4-комнатная квартира, 115 м², 4/18 этажВсе заметкиУдалить",https://krisha.kz//a/show/23950122,55 000 000〒,"Алмалинский р-н, Брусиловского 167 — Шакарима",Алматы28 нояб.,"жил. комплекс Алтын Булак 2, монолитный дом, 2012 г.п., состояние: евроремонт, жил. площадь 82 кв.м., кухня 8 кв.м., потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет проводной, полностью меблирована, Продам 4х комнатную квартиру, которая была куплена в черновом варианте в январ…"
"4-комнатная квартира, 230 м², 5/6 этажВсе заметкиУдалить",https://krisha.kz//a/show/661397786,140 000 000〒,"Алмалинский р-н, Курмангазы 141 — Шевченко",Алматы28 нояб.,"жил. комплекс Изумрудный город, монолитный дом, 2006 г.п., состояние: евроремонт, санузел 2 с/у и более, интернет проводной, частично меблирована"
"4-комнатная квартира, 78 м², 1/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663008616,24 500 000〒,"Алмалинский р-н, Толе Би",Алматы28 нояб.,"монолитный дом, 1991 г.п., состояние: хорошее, жил. площадь 45 кв.м., кухня 8 кв.м., потолки 2.8м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Агентство недвижимости ""Qubiq"" предлагает Вам эксклюзивный вариант! Отличный вариант дл…"
"4-комнатная квартира, 79 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663542413,37 000 000〒,"Алмалинский р-н, Муратбаева — Айтеке би",Алматы28 нояб.,"панельный дом, 1975 г.п., состояние: евроремонт, потолки 2м., санузел раздельный, (№ BDQ-8 - 17954) Супер выгодное предложение для большой и дружной семьи. Квартира оснащена системой умного дома smart home mi. Умный свет, датчики движения, датчики утечки воды, видео наблюдение. Робот пылесос. Ряд…"
"4-комнатная квартира, 79 м², 1/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663590368,24 990 000〒,"Алмалинский р-н, Толе би — Тлендиева",Алматы28 нояб.,"монолитный дом, 1991 г.п., состояние: хорошее, жил. площадь 51.7 кв.м., кухня 8 кв.м., потолки 2.8м., санузел 2 с/у и более, полностью меблирована, (№ BDQ-8 - 9536) Агентство недвижимости ""Qubiq"" предлагает Вам эксклюзивный вариант! 4 изолированные комнаты (17.7) (9.1) (12.2) (12…"
"4-комнатная квартира, 90 м², 3/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/662463497,51 777 777〒,"Алмалинский р-н, Наурызбай батыра 126 — Шевченко",Алматы29 нояб.,"В залоге, кирпичный дом, 1960 г.п., состояние: евроремонт, жил. площадь 75 кв.м., потолки 2.5м., санузел 2 с/у и более, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Квартира после ремонта: дорогой паркет Coswick, окна немецкие Rehaw, проводка и предохранители Schnei…"
"4-комнатная квартира, 170 м², 9/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/57377846,60 000 000〒,"Алмалинский р-н, Шевченко — Айманова",Алматы29 нояб.,"кирпичный дом, 1995 г.п., состояние: хорошее, жил. площадь 116 кв.м., кухня 31 кв.м., потолки 2.8м., санузел совмещенный, телефон: отдельный, интернет оптика, частично меблирована, Продается квартира в связи с переездом с хорошей планировкой с ремонтом, два сан. узла, 2 -е гардеробные с хоро…"
"4-комнатная квартира, 90 м², 3/3 этажВсе заметкиУдалить",https://krisha.kz//a/show/48807152,49 000 000〒,"Алмалинский р-н, Абая 51/53 — Желтоксан",Алматы29 нояб.,"кирпичный дом, 1960 г.п., состояние: требует ремонта, потолки 3.5м., санузел раздельный, телефон: отдельный, интернет через TV кабель, пустая, Дом ЦК огорожен. парковка. шлагбаум"
"4-комнатная квартира, 90 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/661323041,49 000 000〒,"Алмалинский р-н, Исаева — Жамбыла",Алматы29 нояб.,"кирпичный дом, 1992 г.п., состояние: евроремонт, жил. площадь 60 кв.м., кухня 11 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, интернет оптика, частично меблирована, Продам 4 комнатную квартиру в центре города. Дом кирпичный и савминовский. Толстые стены. Летом прохладно, зимой те…"
"4-комнатная квартира, 118 м², 12/15 этажВсе заметкиУдалить",https://krisha.kz//a/show/663614170,110 000 000〒,"Алмалинский р-н, Манаса",Алматы29 нояб.,"жил. комплекс LEGENDA, монолитный дом, 2019 г.п., состояние: евроремонт, санузел 2 с/у и более, полностью меблирована, Шикарная квартира бери и живи, все для вас"
"4-комнатная квартира, 130 м², 12/16 этажВсе заметкиУдалить",https://krisha.kz//a/show/58585862,75 000 000〒,"Алмалинский р-н, Наурызбай батыра 99/1 — Шевченко",Алматы29 нояб.,"жил. комплекс Шанырак, монолитный дом, 2014 г.п., состояние: евроремонт, жил. площадь 85 кв.м., кухня 18 кв.м., потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, Отличная, просторная квартира для дружной семьи. Все есть и все работает, полностью меблиро…"
"4-комнатная квартира, 66 м², 2/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/56007955,35 000 000〒,"Алмалинский р-н, улица Гоголя 100 — Гоголя Мауленова",Алматы29 нояб.,"В залоге, кирпичный дом, 1962 г.п., состояние: хорошее, жил. площадь 47 кв.м., кухня 7.6 кв.м., потолки 2.55м., санузел раздельный, телефон: отдельный, интернет проводной, частично меблирована"
"4-комнатная квартира, 110 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663511044,33 500 000〒,"Алмалинский р-н, Туркебаева 96",Алматы29 нояб.,"кирпичный дом, 1990 г.п., состояние: евроремонт, жил. площадь 76 кв.м., кухня 15 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Срочная продажа!"
"4-комнатная квартира, 110 м², 12/13 этажВсе заметкиУдалить",https://krisha.kz//a/show/55729512,42 000 000〒,"Алмалинский р-н, Казыбек би 139 — Шагабутдинова",Алматы29 нояб.,"жил. комплекс Бастау, монолитный дом, 2016 г.п., состояние: хорошее, санузел 2 с/у и более, телефон: отдельный, интернет ADSL, частично меблирована, ЖК ""Бастау"" расположен в центре Алмалинского р-на, с богатой инфраструктурой и удобным транспортным выходом. Варианты обмена рассматриваются"
"4-комнатная квартира, 170 м², 7/14 этажВсе заметкиУдалить",https://krisha.kz//a/show/662740625,75 000 000〒,"Алмалинский р-н, Масанчи 98а",Алматы29 нояб.,"жил. комплекс КУАТ на Масанчи - Абая, монолитный дом, 2003 г.п., состояние: евроремонт, потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, Отличный вариант! Торг!"
"4-комнатная квартира, 139 м², 12/20 этажВсе заметкиУдалить",https://krisha.kz//a/show/663611513,52 000 000〒,"Алмалинский р-н, Брусиловского — Шакарима",Алматы29 нояб.,"жил. комплекс Манхеттан (29 квартал), монолитный дом, 2007 г.п., состояние: евроремонт, санузел 2 с/у и более, частично меблирована, Пластиковые окна, улучшенная, новая сантехника, счётчики, кондиционер, неугловая, комнаты изолированы, встроенная кухня, кладовка, тихий двор видеонаблюдение, домофон"
"4-комнатная квартира, 78 м², 3/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663611063,30 500 000〒,"Алмалинский р-н, мкр Тастак-2, Брусиловского — Дуйсенова",Алматы29 нояб.,"панельный дом, 1981 г.п., состояние: хорошее, жил. площадь 51 кв.м., кухня 11 кв.м., потолки 2.85м., санузел раздельный, интернет проводной, полностью меблирована, Продается просторная, светлая квартира хорошем состоянии, полностью меблированная, с бытовой техникой. Замечательная инфраструктура…"
"4-комнатная квартира, 85 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663611273,26 200 000〒,"Алмалинский р-н, мкр Тастак-2, Мкр Тастак-2",Алматы29 нояб.,"кирпичный дом, 1989 г.п., состояние: хорошее, потолки 2.75м., санузел раздельный, частично меблирована, - Кирпичный дом - лучше сохраняет тепло, а в знойную жару встретит вас приятной прохладой. Кирпич так же имеет лучшую шумоизоляцию, вас не будут беспокоить ненужные шумы. Выше срок службы…"
"4-комнатная квартира, 76 м², 3/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/25771032,33 000 000〒,"Алмалинский р-н, Розыбакиева 57 — Толе би",Алматы29 нояб.,"панельный дом, 1988 г.п., состояние: хорошее, потолки 2.7м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Продам квартиру с отличным ремонтом. Светлая и уютная"
"4-комнатная квартира, 91 м², 8/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663384848,40 500 000〒,"Алмалинский р-н, улица Аносова — Шакарима",Алматы29 нояб.,"панельный дом, 1991 г.п., состояние: евроремонт, потолки 2.9м., санузел раздельный, интернет проводной, частично меблирована, СРОЧНО. Чистая ютная тёплая светлая квартира. Встроенный большой гардероб. Комнаты большие. Окна север-юг. Новый лифт 2020 Детская спортивная площадка новые 2020 года. Т…"
"4-комнатная квартира, 73 м², 4/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/661820275,28 000 000〒,"Алмалинский р-н, Мирзаяна 116 — Айтеке би",Алматы29 нояб.,"панельный дом, 1973 г.п., состояние: евроремонт, санузел совмещенный, телефон: отдельный, частично меблирована, В связи с переездом продаётся 4/х комнатная квартира с отличной локацией, транспортной доступностью. Светлая, тёплая квартира, ремонт в 2018 году, частично мебелирована. Кухня-встроен…"
"4-комнатная квартира, 139 м², 7/20 этажВсе заметкиУдалить",https://krisha.kz//a/show/663611381,49 500 000〒,"Алмалинский р-н, Брусиловского — Шакарима",Алматы29 нояб.,"жил. комплекс Манхеттан (29 квартал), монолитный дом, 2007 г.п., состояние: евроремонт, санузел 2 с/у и более, частично меблирована, Пластиковые окна, улучшенная, новая сантехника, счётчики, кондиционер, неугловая, комнаты изолированы, встроенная кухня, кладовка, тихий двор видеонаблюдение, домофон"
"4-комнатная квартира, 130 м², 6/7 этажВсе заметкиУдалить",https://krisha.kz//a/show/662081049,68 000 000〒,"Алмалинский р-н, Курмангазы 141",Алматы29 нояб.,"жил. комплекс Изумрудный город, кирпичный дом, 2003 г.п., состояние: евроремонт, жил. площадь 65 кв.м., кухня 25 кв.м., потолки 3м., частично меблирована, Лифт. Продается отличная квартира в самом центре города! Светлая, уютная, теплая, с прекрасным панорамным видом из окна! Нешумный двор, хороши…"
"4-комнатная квартира, 104 м², 5/7 этажВсе заметкиУдалить",https://krisha.kz//a/show/663538026,53 000 000〒,"Алмалинский р-н, Гоголя",Алматы28 нояб.,"кирпичный дом, 1974 г.п., состояние: хорошее, жил. площадь 60.5 кв.м., кухня 13.7 кв.м., потолки 2.7м., (№ BDQ-5 - 18622) - СРОЧНАЯ ПРОДАЖА - 4х комнатная квартира в золотом квадрате - 3 изолированные комнаты - Большая гостиная - Просторная кухня 13, 7 квадратов + балкон - 2 сан. узла - Больш…"
"4-комнатная квартира, 90 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662683103,47 000 000〒,"Алмалинский р-н, Макатаева 142 — проспект Сакена Сейфуллина",Алматы28 нояб.,"кирпичный дом, 1993 г.п., состояние: евроремонт, жил. площадь 60.3 кв.м., кухня 12 кв.м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Светлая, просторная квартира с качественным, добротным ремонтом. Весь пакет документов!"
"4-комнатная квартира, 110 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663001318,60 000 000〒,"Алмалинский р-н, Кабанбай Батыра — Сейфуллина",Алматы28 нояб.,"кирпичный дом, 1977 г.п., состояние: евроремонт, интернет оптика, частично меблирована, Агентство Недвижимости «Вариант Казахстан» предлагает Вашему вниманию на Продажу: Улучшенная 4- Комнатная Квартира в Шикарном районе - Алмалинский район - Кабанбай Батыра - Сейфуллина - Дом кирпичный, сейсмост…"
"4-комнатная квартира, 136 м², 5/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663052912,64 500 000〒,"Алмалинский р-н, Исаева 125 — Кабанбай бытыра",Алматы28 нояб.,"жил. комплекс МЖК по ул. Исаева, 125, монолитный дом, 2017 г.п., состояние: евроремонт, потолки 2.8м., санузел 2 с/у и более, частично меблирована"
"4-комнатная квартира, 112 м², 6/18 этажВсе заметкиУдалить",https://krisha.kz//a/show/662612489,51 000 000〒,"Алмалинский р-н, Брусиловского 167 — Шакарима",Алматы28 нояб.,"жил. комплекс Алтын Булак 2, монолитный дом, 2012 г.п., состояние: евроремонт, жил. площадь 80 кв.м., потолки 2.8м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, полностью меблирована, Продам 4-х комнатную квартиру. Капитальный ремонт. Квартира продаётся с паркингом +2, 5мл…"
"4-комнатная квартира, 142 м², 2/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/663322484,150 000 000〒,"Алмалинский р-н, Шевченко 78 — Курмангазы",Алматы28 нояб.,"жил. комплекс Ак Алем, монолитный дом, 2015 г.п., состояние: евроремонт, телефон: отдельный, интернет через TV кабель, частично меблирована"
"4-комнатная квартира, 135.7 м², 3/22 этажВсе заметкиУдалить",https://krisha.kz//a/show/663495246,140 000 000〒,"Алмалинский р-н, проспект Абылай Хана 92",Алматы28 нояб.,"2005 г.п., состояние: евроремонт, жил. площадь 88.2 кв.м., кухня 16.4 кв.м., санузел 2 с/у и более"
"4-комнатная квартира, 220 м², 6/6 этажВсе заметкиУдалить",https://krisha.kz//a/show/57987750,294 000 000〒,"Алмалинский р-н, Чайковского 149 — Абая",Алматы28 нояб.,"жил. комплекс Базис на Чайковского, монолитный дом, 2014 г.п., состояние: евроремонт, санузел 2 с/у и более, телефон: отдельный, интернет через TV кабель, частично меблирована, Клубный дом"
"4-комнатная квартира, 135.1 м², 9/15 этажВсе заметкиУдалить",https://krisha.kz//a/show/662642664,56 742 000〒,"Алмалинский р-н, Наурызбай батыра 50 — Жибек Жолы",Алматы28 нояб.,"жил. комплекс Arbat, монолитный дом, 2019 г.п., состояние: черновая отделка, санузел 2 с/у и более, телефон: есть возможность подключения, АКЦИЯ от застройщика 420000 за 1 кв. м. Успейте приобрести квартиру в центре города по идеальной цене! Единственный жилой комплекс вдоль нового Арбата! 10…"
"4-комнатная квартира, 137 м², 8/20 этажВсе заметкиУдалить",https://krisha.kz//a/show/663489318,55 000 000〒,"Алмалинский р-н, Брусиловского — Шагабутдинова",Алматы28 нояб.,"жил. комплекс Манхеттан (29 квартал), монолитный дом, 2007 г.п., состояние: евроремонт, жил. площадь 98 кв.м., кухня 14 кв.м., потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, частично меблирована, Продаётся отличная 4-х комнатная квартира в ЖК Манхэттан с евроремонт…"
"4-комнатная квартира, 90 м², 5/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663609125,36 500 000〒,"Алмалинский р-н, Толе Би",Алматы28 нояб.,"кирпичный дом, 1987 г.п., жил. площадь 60 кв.м., кухня 12 кв.м"
"4-комнатная квартира, 130 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663609107,59 000 000〒,"Алмалинский р-н, Мауленова",Алматы28 нояб.,"кирпичный дом, 1991 г.п"
"4-комнатная квартира, 74 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663609074,27 500 000〒,"Алмалинский р-н, Дуйсенова",Алматы28 нояб.,"панельный дом, 1986 г.п"
"4-комнатная квартира, 110 м², 4/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/660086493,40 999 999〒,"Алмалинский р-н, Толе би — Муканова",Алматы28 нояб.,"кирпичный дом, 1960 г.п., состояние: евроремонт, жил. площадь 75 кв.м., кухня 11 кв.м., потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет оптика, полностью меблирована, Удобное расположение дома, развитая инфраструктура, квартира светлая, чистая, уютная, имеется два балкона. Полно…"
"4-комнатная квартира, 83.7 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662867683,40 000 000〒,"Алмалинский р-н, Айманова — проспект Абая",Алматы28 нояб.,"кирпичный дом, 1980 г.п., состояние: среднее, жил. площадь 52.2 кв.м., кухня 9.2 кв.м., потолки 2.85м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована, На продажу выставлен Супер вариант в СОВМИНе, данный дом возводился специально для высшего аппарата и их семей Со…"
"4-комнатная квартира, 200 м², 6/7 этажВсе заметкиУдалить",https://krisha.kz//a/show/663405035,80 000 000〒,"Алмалинский р-н, Курмангазы — Кожамкулова",Алматы28 нояб.,"жил. комплекс Изумрудный город, кирпичный дом, 2005 г.п., состояние: хорошее, санузел 2 с/у и более, телефон: отдельный, интернет через TV кабель, частично меблирована, Агентство недвижимости ""TOP AGENT"" предлагает Вашему вниманию эксклюзивный вариант. - Отличное предложение по оч…"
"4-комнатная квартира, 160 м², 3/18 этажВсе заметкиУдалить",https://krisha.kz//a/show/661948233,93 000 000〒,"Алмалинский р-н, Шевченко 154 — Муканова",Алматы28 нояб.,"жил. комплекс Жастар Mag, монолитный дом, 2007 г.п., состояние: хорошее, жил. площадь 100 кв.м., кухня 20 кв.м., потолки 3м., санузел 2 с/у и более, телефон: нет, интернет проводной, частично меблирована, Квартира очень уютная, реальным клиентам будет уступка, налом не пугать) Рядом есть все чт…"
"4-комнатная квартира, 76 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663606570,27 500 000〒,"Алмалинский р-н, мкр Тастак-2, Дуйсенова — Туркебаева",Алматы28 нояб.,"панельный дом, 1986 г.п., состояние: требует ремонта, жил. площадь 56 кв.м., кухня 9 кв.м., санузел раздельный, частично меблирована, Отличная четырехкомнатная не угловая квартира с изолированными комнатами в тихом дворе и рядом сквер. Планировка замечательная на площадке всего две квартир…"
"4-комнатная квартира, 122.2 м², 11/13 этажВсе заметкиУдалить",https://krisha.kz//a/show/663308394,40 999 000〒,"Алмалинский р-н, Макатаева 131",Алматы28 нояб.,"жил. комплекс Atlant, монолитный дом, 2019 г.п., потолки 2.8м., Срочно! Самая низкая цена на рынке! Горячий вариант!"
"4-комнатная квартира, 105 м², 3/16 этажВсе заметкиУдалить",https://krisha.kz//a/show/662378467,59 500 000〒,"Алмалинский р-н, Шевченко 88 — Наурызбай Батыра",Алматы28 нояб.,"жил. комплекс Шанырак, монолитный дом, 2015 г.п., состояние: хорошее, потолки 3м., санузел 2 с/у и более, интернет оптика, частично меблирована, Удобное расположение. Центр"
"4-комнатная квартира, 76 м², 5/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663605154,42 000 000〒,"Алмалинский р-н, Жандарбекова — Курмангазы",Алматы28 нояб.,"кирпичный дом, 1977 г.п., состояние: хорошее, жил. площадь 54 кв.м., кухня 9 кв.м., санузел раздельный, Пластиковые окна, улучшенная, счётчики, кондиционер, неугловая, комнаты изолированы, встроенная кухня, тихий двор домофон"
"4-комнатная квартира, 128 м², 9/16 этажВсе заметкиУдалить",https://krisha.kz//a/show/57899432,62 000 000〒,"Алмалинский р-н, Наурызбай Батыра 99/1 — Шевченко",Алматы28 нояб.,"жил. комплекс Шанырак, монолитный дом, 2014 г.п., потолки 3м., санузел 2 с/у и более, пустая, Продам 4-комнатную квартиру в новом здании “Шанырак” в центре города. 9 этаж из 16. Предчистовая отделка (левкас, нет только финишной отделки), теплый пол (трубы отопления проходят из подьезда под полом)…"
"4-комнатная квартира, 113.6 м², 2/2 этажВсе заметкиУдалить",https://krisha.kz//a/show/48043188,49 500 000〒,"Алмалинский р-н, Кашгарская — проспект Абая",Алматы28 нояб.,"В залоге, кирпичный дом, 1954 г.п., состояние: евроремонт, жил. площадь 81.6 кв.м., кухня 23.3 кв.м., потолки 3м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, частично меблирована, 4-х комнатная, улучшенная: зал 26 кв. м, кухня 23 кв. м, 3 спальни, 2 санузла, 2 лоджии и 1 балкон, высо…"
"4-комнатная квартира, 85 м², 3/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662839455,31 000 000〒,"Алмалинский р-н, Мкр Тастак-1, Фурката 26 — проспект Райымбека",Алматы28 нояб.,"панельный дом, 1990 г.п., состояние: евроремонт, потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, полностью меблирована, Тастак 1, дом26, перепланировки нет, два балкона, Имеется свое парковочное место и кладовка в подвале, Рядом 130 гимназия русско казахская школа, дв…"
"4-комнатная квартира, 144 м², 12/14 этажВсе заметкиУдалить",https://krisha.kz//a/show/55026393,84 000 000〒,"Алмалинский р-н, Жамбыла 211",Алматы28 нояб.,"жил. комплекс Алма-Ата, монолитный дом, 2010 г.п., состояние: евроремонт, жил. площадь 96 кв.м., кухня 20 кв.м., потолки 3.2м., санузел 2 с/у и более, телефон: отдельный, частично меблирована, Квартира просторная, светлая, теплая. На полу паркет. Двери межкомнатные произв. Испания, сантехника Евр…"
"4-комнатная квартира, 74.3 м², 5/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663604449,33 000 000〒,"Алмалинский р-н, Абая",Алматы28 нояб.,"1974 г.п., состояние: евроремонт, полностью меблирована, Пластиковые окна, улучшенная, новая сантехника, счётчики, неугловая, тихий двор видеонаблюдение, домофон"
"4-комнатная квартира, 73 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663603993,31 500 000〒,"Алмалинский р-н, Казбек би — Нурмакова",Алматы28 нояб.,"панельный дом, 1968 г.п., состояние: хорошее, жил. площадь 53 кв.м., кухня 9 кв.м., санузел совмещенный, Предлагаем Вашему вниманию Эксклюзивное предложение от Агентства Недвижимости ""MAGNAT ESTATE"". Хорошее месторасположение почти в центре города. Спальный район. Так же в шаго…"
"4-комнатная квартира, 72.1 м², 5/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/56653296,29 900 000〒,"Алмалинский р-н, Макатаева — Муратбаева",Алматы28 нояб.,"панельный дом, 1973 г.п., состояние: хорошее, жил. площадь 53.5 кв.м., кухня 8.5 кв.м., потолки 2.5м., санузел совмещенный, телефон: отдельный, интернет оптика, частично меблирована, Продаётся 4-комнатная квартира в тихом районе с развитой инфраструктурой: рядом поликлиника, школы, магазины…"
"4-комнатная квартира, 175 м², 4/6 этажВсе заметкиУдалить",https://krisha.kz//a/show/56520800,120 000 000〒,"Алмалинский р-н, Кабанбай батыра 122а — Чайковского",Алматы28 нояб.,"жил. комплекс Базис на Чайковского, кирпичный дом, 1998 г.п., состояние: хорошее, жил. площадь 90 кв.м., кухня 20 кв.м., санузел 2 с/у и более, телефон: отдельный, интернет через TV кабель, частично меблирована, Базис"
