Заголовок,ссылка,Цена,Адрес,Дата,comment
"2-комнатная квартира, 70 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/660752874,22 555 555〒,"Алатауский р-н, мкр Зердели (Алгабас-6), Мкр Зердели (Алгабас-6) 51",Алматы29 нояб.,"2012 г.п., состояние: евроремонт, жил. площадь 35 кв.м., кухня 13.9 кв.м., потолки 2.7м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Квартиру приобрели в 2014 году! Ремонт дорогой, все с нуля сделали для себя, все заменено! Имеется подвал, соседи хорошие, райо…"
"2-комнатная квартира, 54.5 м², 10/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/663432685,20 900 000〒,"Алатауский р-н, мкр Акбулак 13",Алматы29 нояб.,"В залоге, монолитный дом, 2018 г.п., состояние: хорошее, жил. площадь 32 кв.м., кухня 10 кв.м., потолки 2.8м., интернет проводной, частично меблирована, Светлая, чистая, уютная квартира в ЖК Алатау Сити! В самом ЖК будет построен торговый центр, детский сад. Напротив ЖК строится мечеть вместимос…"
"2-комнатная квартира, 67 м², 8/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663360162,23 700 000〒,"Алатауский р-н, Аккент 13",Алматы28 нояб.,"2010 г.п., состояние: хорошее, потолки 3м., санузел совмещенный, полностью меблирована, Срочно продаём квартиру. Комнаты изолированные. Очень теплая, с мебелью, рядом школы, садик, магазины"
"2-комнатная квартира, 60 м², 3/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663481594,17 200 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6), Мкр Зердели (Алгабас-6) — Бауыржана Момышулы",Алматы28 нояб.,"монолитный дом, 2012 г.п., состояние: хорошее, жил. площадь 34 кв.м., кухня 11 кв.м., санузел раздельный, телефон: отдельный, Внимание! Цена ниже рыночной! Срочная продажа. Звоните. Показ в любое удобное время. Код 212"
"2-комнатная квартира, 60 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663612193,23 000 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6) 25",Алматы29 нояб.,"монолитный дом, 2012 г.п., состояние: евроремонт, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет через TV кабель, полностью меблирована, Продаётся 2-ком. квартира, чистая, уютная, все делали для себя, развитая инфраструктура, рядом школа, садика, поликлиника, алматы арена…"
"2-комнатная квартира, 105 м², 12/13 этажВсе заметкиУдалить",https://krisha.kz//a/show/663611791,28 000 000〒,"Алатауский р-н, Ташкентский — Саина",Алматы29 нояб.,"жил. комплекс Эталон (На Райымбека), монолитный дом, 2018 г.п., состояние: хорошее, потолки 2.8м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, пустая"
"2-комнатная квартира, 45.1 м², 6/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/660963100,18 000 000〒,"Алатауский р-н, мкр Акбулак, 3-я 15 — Момышулы",Алматы29 нояб.,"В залоге, жил. комплекс Alatau City, монолитный дом, 2018 г.п., состояние: хорошее, жил. площадь 30.1 кв.м., кухня 15 кв.м., потолки 2.8м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, полностью меблирована, Полностью меблирована, вся техника (холодильник, теле…"
"2-комнатная квартира, 58 м², 9/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/663617749,22 199 000〒,"Алатауский р-н, 3-я",Алматы29 нояб.,"жил. комплекс Alatau City, монолитный дом, 2016 г.п., состояние: евроремонт, потолки 3м., санузел раздельный, частично меблирована"
"2-комнатная квартира, 65 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662580440,19 000 000〒,"Алатауский р-н, мкр Саялы 5",Алматы29 нояб.,"жил. комплекс ЖК в мкр. Саялы, монолитный дом, 2017 г.п., состояние: хорошее, жил. площадь 61.9 кв.м., кухня 10 кв.м., Первый этаж. Продается уютная квартира в тихом районе. Соседи не шумные, в основном семейные люди. В квартире все аккуратно и чисто. Комнаты большие, высокий потолок. Продается…"
"2-комнатная квартира, 58.6 м², 12/13 этажВсе заметкиУдалить",https://krisha.kz//a/show/57815691,23 000 000〒,"Алатауский р-н, мкр Акбулак, 3-я улица 33/1 — Момышулы",Алматы29 нояб.,"жил. комплекс Alatau City, монолитный дом, 2020 г.п., состояние: хорошее, жил. площадь 58 кв.м., кухня 18 кв.м., потолки 27м., санузел раздельный, телефон: есть возможность подключения, интернет проводной, пустая, Развитая инфраструктура, школы, дет сад, остановка, магнум, удобное местоположени…"
"2-комнатная квартира, 63 м², 3/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/53448402,22 500 000〒,"Алатауский р-н, Аккент 22 — Яссауи",Алматы29 нояб.,"жил. комплекс АкКент, монолитный дом, 2010 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, частично меблирована, Аккент. Планировка Б2"
"2-комнатная квартира, 70 м², 2/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/56145373,20 500 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6) 1/131",Алматы29 нояб.,"монолитный дом, 2016 г.п., состояние: хорошее, потолки 2.9м., санузел раздельный, полностью меблирована, Комнаты просторные светлые. Продуваемость хорошая. По шаговой доступности остановка и магазины. Через дорогу поликлиника и школа. Район сам развивающий"
"2-комнатная квартира, 70 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663526699,20 500 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6), Бауыржана Момышулы — Монки би",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: евроремонт, санузел совмещенный, Внимание, СРОЧНО! Рассматривают Ипотеку! Двухкомнатная квартира обычной планировки в одном из самых востребованных районов города! Квартира в исключительном состоянии, ремонт производился для себя с использованием доро…"
"2-комнатная квартира, 65 м², 8/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663616462,24 000 000〒,"Алатауский р-н, Аккент, Райымбека 7",Алматы29 нояб.,"жил. комплекс АкКент, монолитный дом, 2012 г.п., состояние: евроремонт, потолки 2.7м., санузел совмещенный, частично меблирована, Можно под ипотеку"
"2-комнатная квартира, 62.6 м², 5/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663476779,20 000 000〒,"Алатауский р-н, мкр Саялы 67 — Б.Момышулы",Алматы29 нояб.,"монолитный дом, 2016 г.п., состояние: хорошее, жил. площадь 60.7 кв.м., кухня 14.9 кв.м., потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, частично меблирована"
"2-комнатная квартира, 60 м², 5/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/662902832,24 200 000〒,"Алатауский р-н, мкр Акбулак 115",Алматы29 нояб.,"жил. комплекс Алмалы, панельный дом, 2019 г.п., состояние: евроремонт, жил. площадь 35 кв.м., кухня 12 кв.м., потолки 2.8м., пустая, Продам отличную квартиру с дорогим ремонтом, решетки на окнах, застройщик Базис А, пожарные сигнализаций, датчики все в исправном состояний, 2 лифта, один пассажирск…"
"2-комнатная квартира, 54.5 м², 3/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/663616295,24 300 000〒,"Алатауский р-н, мкр Акбулак, Дарабоз 11",Алматы29 нояб.,"монолитный дом, 2018 г.п., состояние: хорошее, жил. площадь 50 кв.м., кухня 9 кв.м., потолки 2.75м., санузел совмещенный, интернет через TV кабель, полностью меблирована, Светлая, чистая, уютная квартира в ЖК Алатау Сити. 3й ЭТАЖ (очень хороший эт). Находиться напротив Алматы Арены. В самом ЖК бу…"
"2-комнатная квартира, 70 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/661993191,19 999 999〒,"Алатауский р-н, мкр Зердели (Алгабас-6)",Алматы29 нояб.,"монолитный дом, 2014 г.п., санузел раздельный, полностью меблирована, Все в шаговой доступности 2 садика, школа, поликлиника, Магнум, кафе и др"
"2-комнатная квартира, 67 м², 8/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663616086,23 500 000〒,"Алатауский р-н, Аккент — Ташкентский",Алматы29 нояб.,"жил. комплекс АкКент, монолитный дом, 2015 г.п., состояние: евроремонт, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет ADSL, частично меблирована, Планировка B-5"
"2-комнатная квартира, 67.7 м², 8/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663616126,23 500 000〒,"Алатауский р-н, Аккент, Райымбека 15",Алматы29 нояб.,"жил. комплекс АкКент, монолитный дом, 2012 г.п., состояние: хорошее, потолки 2.7м., санузел совмещенный, полностью меблирована, Планировка Б -5"
"2-комнатная квартира, 63 м², 3/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663331045,21 500 000〒,"Алатауский р-н, мкр Акбулак, Чуланова 117/13",Алматы29 нояб.,"монолитный дом, 2010 г.п., состояние: хорошее, жил. площадь 35.3 кв.м., кухня 12.5 кв.м., потолки 2.7м., санузел раздельный, интернет проводной, пустая"
"2-комнатная квартира, 62 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663473698,17 200 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6) — Момышулы",Алматы29 нояб.,"монолитный дом, 2013 г.п., состояние: хорошее, санузел раздельный, полностью меблирована, СРОЧНАЯ ПРОДАЖА!"
"2-комнатная квартира, 65 м², 2/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/663371864,17 300 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6), Мкр Зердели (Алгабас-6) — Момышулы",Алматы29 нояб.,"монолитный дом, 2013 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Светлая, просторная квартира в активно развивающем районе города!"
"2-комнатная квартира, 63 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662708661,16 800 000〒,"Алатауский р-н, мкр Саялы, Мкр Саялы",Алматы29 нояб.,"монолитный дом, 2017 г.п., санузел раздельный"
"2-комнатная квартира, 64.5 м², 2/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662576267,19 500 000〒,"Алатауский р-н, мкр Саялы 17",Алматы29 нояб.,"2016 г.п., состояние: хорошее, жил. площадь 48 кв.м., кухня 10 кв.м., потолки 2.7м., санузел раздельный, частично меблирована"
"2-комнатная квартира, 58.7 м², 1/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/662443752,22 000 000〒,"Алатауский р-н, мкр Акбулак, ЖК Алатау сити 13",Алматы29 нояб.,"В залоге, жил. комплекс Alatau City, 2018 г.п., состояние: хорошее, санузел раздельный, частично меблирована, Продаётся 2-х комнатная квартира в ЖК Алатау сити. Чистая, светлая, уютная квартира. В шаговой доступности Алатауский ЦОН, Ледовый дворец Алматы Арена, Театр Алатау внутри есть кинотеат…"
"2-комнатная квартира, 67 м², 4/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/56326870,21 000 000〒,"Алатауский р-н, мкр Нуркент (Алгабас-1), Рыскулова — Момышулы",Алматы29 нояб.,"монолитный дом, 2018 г.п., состояние: хорошее, жил. площадь 49 кв.м., кухня 10 кв.м., потолки 2.7м., телефон: нет, интернет ADSL, полностью меблирована, Продам двухкомнатную квартиру в новои доме, не угловая улучшенная, полностью мебилеровпнная. Продам как есть"
"2-комнатная квартира, 40 м², 2/2 этажВсе заметкиУдалить",https://krisha.kz//a/show/663023379,13 800 000〒,"Алатауский р-н, мкр Курылысшы, Жайлы 18",Алматы29 нояб.,"кирпичный дом, 1970 г.п., состояние: хорошее, жил. площадь 32 кв.м., кухня 6 кв.м., потолки 2.7м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, Продам двухкомнатную квартиру с ремонтом, заменена сантехника, проводка, новые обои, новые белые потолки. Квартира на…"
"2-комнатная квартира, 40 м², 1/1 этажВсе заметкиУдалить",https://krisha.kz//a/show/663613423,8 500 000〒,"Алатауский р-н, мкр Рахат, Байжанов 5",Алматы29 нояб.,"кирпичный дом, 2014 г.п., состояние: хорошее, жил. площадь 36 кв.м., кухня 18 кв.м., потолки 3.1м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Срочно в связи с переездом! Торг при просмотре. Дом кирпичный, тёплый, хорошие соседи, школа, магазин…"
"2-комнатная квартира, 64.5 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662874174,20 500 000〒,"Алатауский р-н, мкр Саялы 25",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: евроремонт, жил. площадь 40 кв.м., кухня 10 кв.м., потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, интернет через TV кабель, полностью меблирована, Квартира в хорошом состояние, ремонт сделан под себя чисто и опрятно, рядом школа дв…"
"2-комнатная квартира, 56 м², 7/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663021961,24 000 000〒,"Алатауский р-н, мкр Нуркент (Алгабас-1) 5\3 — Атлетическая деревня",Алматы29 нояб.,"2016 г.п., состояние: хорошее, жил. площадь 56 кв.м., кухня 18 кв.м., потолки 2.7м., санузел совмещенный, телефон: есть возможность подключения, интернет проводной, пустая, Алматы Арена. Рядом все есть школа садик ЦОН Банк Почта МедЦентр спорт комплекс Магнум стоматология. все есть. район отличны…"
"2-комнатная квартира, 70 м², 2/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/56097397,20 000 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6)",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, телефон: отдельный, интернет ADSL, частично меблирована"
"2-комнатная квартира, 65 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662724256,19 000 000〒,"Алатауский р-н, мкр Саялы 24",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: хорошее, потолки 2.8м., санузел раздельный, телефон: есть возможность подключения, Срочно! Развитая инфраструктура. Школа детский садик и многое другое в шаговой доступности. Можно в ипотеку"
"2-комнатная квартира, 55 м², 6/14 этажВсе заметкиУдалить",https://krisha.kz//a/show/56250607,23 500 000〒,"Алатауский р-н, мкр Акбулак, 1-я улица 83 — Рыскулова",Алматы29 нояб.,"жил. комплекс Алмалы, монолитный дом, 2019 г.п., состояние: евроремонт, потолки 2.8м., санузел совмещенный, полностью меблирована, Ж. К. Алмалы. Монолитный. Без залоговый. Можно под ипотеку"
"2-комнатная квартира, 59 м², 9/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/58097833,19 300 000〒,"Алатауский р-н, мкр Акбулак, 1-я улица",Алматы29 нояб.,"жил. комплекс Алмалы, монолитный дом, 2020 г.п., состояние: черновая отделка, потолки 2.8м., санузел раздельный"
"2-комнатная квартира, 66 м², 1/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/662724045,23 000 000〒,"Алатауский р-н, мкр Нуркент (Алгабас-1) 76 — Рыскулова",Алматы29 нояб.,"монолитный дом, 2017 г.п., состояние: хорошее, жил. площадь 36.9 кв.м., кухня 9 кв.м., потолки 2.8м., санузел 2 с/у и более, Продам квартиру в Алатауском районе, , квартира 4. Удобно под бизнес, тихий район"
"2-комнатная квартира, 58 м², 9/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/663611814,19 000 000〒,"Алатауский р-н, 1-я улица 43",Алматы29 нояб.,"жил. комплекс Алмалы, 2020 г.п., состояние: черновая отделка"
"2-комнатная квартира, 58 м², 3/4 этажВсе заметкиУдалить",https://krisha.kz//a/show/661797042,18 500 000〒,"Алатауский р-н, мкр Курылысшы 10 а — Рыскулова Массагет",Алматы29 нояб.,"кирпичный дом, 1993 г.п., состояние: евроремонт, потолки 2.7м., санузел раздельный, интернет ADSL, полностью меблирована, Ассалаумагалейкум покупатель! Продам квартиру после ремонта с мебелью! Тихий двор и очень хорошие соседи! Варианты поменяю на частный дом в районе Бесагаш! Квартира уютн…"
"2-комнатная квартира, 62.9 м², 3/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663174738,20 000 000〒,"Алатауский р-н, мкр Саялы 8 — Напротив автоцона",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: хорошее, жил. площадь 36.6 кв.м., кухня 9 кв.м., потолки 2.7м., санузел раздельный, телефон: есть возможность подключения, частично меблирована, 2- комнатная квартира, 62.9, 3/5 этаж, напротив автоцона"
"2-комнатная квартира, 63 м², 5/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/662270604,18 000 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6) 136",Алматы29 нояб.,"монолитный дом, 2018 г.п., состояние: хорошее, частично меблирована, Продам 2 комнатную квартиру. Рядом садик, поликлиника 29, школа"
"2-комнатная квартира, 54.8 м², 2/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/662259448,27 000 000〒,"Алатауский р-н, 3-я 33/1",Алматы29 нояб.,"жил. комплекс Alatau City, монолитный дом, 2020 г.п., состояние: евроремонт, жил. площадь 54.8 кв.м., кухня 54 кв.м., потолки 2.8м., телефон: нет, полностью меблирована, Квартира новая. Мы сами хозяева Напротив Алматы Арена. Тоо Эксклюзив Алатау Сити Все вопросы по телефону"
"2-комнатная квартира, 62.8 м², 1/16 этажВсе заметкиУдалить",https://krisha.kz//a/show/663610080,28 000 000〒,"Алатауский р-н, Аккент",Алматы29 нояб.,"жил. комплекс АкКент, монолитный дом, 2012 г.п., состояние: хорошее, жил. площадь 40.6 кв.м., кухня 13 кв.м., потолки 3.2м., санузел совмещенный, телефон: отдельный, интернет ADSL, частично меблирована, (№ BDQ-2 - 19094) Спешим порадовать вас продажей очень уютной, главное тёплой квартиры! Кварт…"
"2-комнатная квартира, 72 м², 8/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663609638,22 000 000〒,"Алатауский р-н, мкр Акбулак 9",Алматы29 нояб.,"жил. комплекс Акбулак, монолитный дом, 2015 г.п., состояние: евроремонт, жил. площадь 58 кв.м., кухня 11 кв.м., потолки 2.8м., санузел раздельный, телефон: отдельный, пустая, Квартира после ремонта! 2 большых балкона! Цена окончательная!"
"2-комнатная квартира, 55 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/662894302,13 000 000〒,"Алатауский р-н, мкр Боралдай (Бурундай), Боралдай (Бурундай) мкр 42 — Черемушки",Алматы29 нояб.,"панельный дом, 1994 г.п., состояние: хорошее, жил. площадь 32 кв.м., кухня 11 кв.м., потолки 2.8м., санузел раздельный, частично меблирована, Рядом садик, школа, продленки, развивающие центры, салон красоты, поликлиника, супермаркеты, базар, аптека, большой двор, две остекленных болкона, в…"
"2-комнатная квартира, 37.8 м², 2/2 этажВсе заметкиУдалить",https://krisha.kz//a/show/663609449,9 500 000〒,"Алатауский р-н, мкр Айгерим-1, Бенберина",Алматы29 нояб.,"кирпичный дом, 1955 г.п., состояние: хорошее, санузел совмещенный, пустая, Продажа квартиры в кирпичном доме. Только за наличный расчет. Это квартира, а не общежитие! Состояние квартиры хорошее, после косметического ремонта. Новые пластиковые окна. В пяти минутах от дома №149( казахская), №171 (…"
"2-комнатная квартира, 54.2 м², 1/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/57757933,18 200 000〒,"Алатауский р-н, Емцова 3 — Райымбека",Алматы29 нояб.,"панельный дом, 1990 г.п., состояние: хорошее, жил. площадь 30.3 кв.м., кухня 11.1 кв.м., потолки 2.75м., санузел раздельный, телефон: отдельный, интернет ADSL, полностью меблирована, Срочно! Подходит под ипотеку. Отличная, уютная квартира, ТЕПЛАЯ! Во всех комнатах установлены дополнительные…"
"2-комнатная квартира, 54.2 м², 6/8 этажВсе заметкиУдалить",https://krisha.kz//a/show/663312496,22 000 000〒,"Алатауский р-н, мкр Нуркент (Алгабас-1) 7 — Момышулы",Алматы29 нояб.,"панельный дом, 2017 г.п., состояние: хорошее, потолки 2.5м., санузел совмещенный, телефон: есть возможность подключения, интернет ADSL, пустая, Здравствуйте! Квартира находится за Алматы Ареной, 7В подъезд, квартира чистая уютная, мы первые хозяйва в этой квартире, во дворе есть клиника ""O…"
"2-комнатная квартира, 60 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663462299,23 000 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6), Зердели 25",Алматы29 нояб.,"монолитный дом, 2012 г.п., состояние: евроремонт, потолки 2.7м., санузел 2 с/у и более, телефон: отдельный, интернет через TV кабель, полностью меблирована, Продаётся улучшенная тёплая, уютная квартира, все делали для себя, соседи супер, двор чистый пишите звоните на номер"
"2-комнатная квартира, 62 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663615869,16 800 000〒,"Алатауский р-н, мкр Саялы, Мкр Саялы 11",Алматы29 нояб.,"панельный дом, 2015 г.п., состояние: хорошее, жил. площадь 35 кв.м., кухня 9 кв.м., санузел раздельный, Угловая"
"2-комнатная квартира, 77 м², 4/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663612742,21 000 000〒,"Алатауский р-н, мкр Нуркент (Алгабас-1), Мкр Нуркент (Алгабас-1) — Рыскулова Момышулы",Алматы29 нояб.,"монолитный дом, 2015 г.п., состояние: хорошее, санузел 2 с/у и более, частично меблирована"
"2-комнатная квартира, 69 м², 8/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/662317421,23 000 000〒,"Алатауский р-н, Аккент, Райымбека 41",Алматы28 нояб.,"жил. комплекс АкКент, монолитный дом, 2010 г.п., состояние: евроремонт, санузел совмещенный, интернет ADSL, полностью меблирована, Агентство недвижимости ""Apartamenty Almaty"" предлагают продажу квартиры в жилом комплексе ""Аккент"". Квартира чистая, уютная, продается полно…"
"2-комнатная квартира, 60 м², 4/5 этажВсе заметкиУдалить",https://krisha.kz//a/show/663481359,17 100 000〒,"Алатауский р-н, мкр Зердели (Алгабас-6), Мкр Зердели (Алгабас-6) — Бауыржана Момышулы",Алматы28 нояб.,"монолитный дом, 2012 г.п., состояние: хорошее, жил. площадь 35 кв.м., кухня 11 кв.м., санузел раздельный, телефон: отдельный, частично меблирована, САМАЯ ВЫГОДНАЯ КВАРТИРА по отношению цены-планировки-этажности! Срочная продажа! Звоните!"
"2-комнатная квартира, 57.8 м², 7/12 этажВсе заметкиУдалить",https://krisha.kz//a/show/57941314,28 500 000〒,"Алатауский р-н, мкр Акбулак, Ул.1 69",Алматы28 нояб.,"монолитный дом, 2018 г.п., состояние: евроремонт, санузел 2 с/у и более, интернет через TV кабель, полностью меблирована, Отличная квартира в ЖК, Алмады"" Напротив Алматы Арены, Застройщик Базис А. Кап ремонт заежай и живи. Остаётся весь мебель конт"
"2-комнатная квартира, 83 м², 2/9 этажВсе заметкиУдалить",https://krisha.kz//a/show/663556097,25 400 000〒,"Алатауский р-н, проспект Райымбека",Алматы28 нояб.,"жил. комплекс Эталон (На Райымбека), монолитный дом, 2013 г.п., состояние: хорошее, санузел раздельный, телефон: есть возможность подключения, интернет ADSL, частично меблирована, Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий дво…"
